Title: 350 micron Polarimetry from the Caltech Submillimeter Observatory  
Authors: Dotson J.L., Vaillancourt J.E., Kirby L., Dowell C.D., Hildebrand R.H.,
         Davidson J.A.
Table: Data
================================================================================
Byte-by-byte Description of file: apjs333144t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label Explanations
--------------------------------------------------------------------------------
   1- 15 A15    ---    Name  Object name
  17- 20 I4     arcsec oRA   Right Ascension offset from center 
  22- 25 I4     arcsec oDE   Declination offset from center
  27- 31 F5.1   pix    oX    X pixel offset from center (1) 
  33- 37 F5.1   pix    oY    Y pixel offset from center (1)
  39- 43 F5.2   %      P     Polarization magnitude
  45- 49 F5.2   %    e_P     Uncertainty in P
  51- 55 F5.1   deg    PA    Polarization position angle; degrees east of north
  57- 62 F6.1   deg  e_PA    Uncertainty in PA
  64- 69 F6.1   Jy     Int   Source intensity in units of Jy/beam
  71- 74 F4.1   Jy   e_Int   Uncertainty in Int in units of Jy/beam
  76- 78 I3     ---    Num   Number of measurements
--------------------------------------------------------------------------------
Note (1): oX is parallel to RA, except M17 is 16 degrees CW from RA and M82 
          is 24 degrees CW from RA.  oY is parallel to Dec, except M17 is 
          16 degrees CW from Dec and M82 is 24 degrees CW from Dec. Pixel 
          offsets in the x- and y-directions are given in units of the pixel
          center-to-center spacing, 17.8 arcseconds. Right Ascension and 
          Declination offsets are calculated using this spacing and are 
          rounded to the nearest arcsecond; offsets are given with respect to 
NGC_2024         -16 -113  -0.9  -6.3  0.47  0.20 154.8   12.0  133.2  0.8  21 
NGC_2024         -16  -95  -0.9  -5.3  1.10  0.23 157.7    5.8  154.6  0.6  29 
NGC_2024         -16  -77  -0.9  -4.3  0.80  0.15 155.7    5.3  165.0  0.6  29 
NGC_2024         -16  -59  -0.9  -3.3  0.54  0.19 139.3    8.6  155.6  0.6  29 
NGC_2024         -16  -41  -0.9  -2.3  0.40  0.29 125.8   13.5  148.1  0.8  24 
NGC_2024         -16  -24  -0.9  -1.3  0.88  0.29 138.7    9.4  153.4  2.4   8 
NGC_2024           2 -130   0.1  -7.3  0.66  0.28  23.7   12.3  118.9  1.1  13 
NGC_2024           2 -113   0.1  -6.3  0.84  0.15   7.0    5.2  152.4  0.6  29 
NGC_2024           2  -95   0.1  -5.3  0.55  0.12 178.7    6.5  184.7  0.6  29 
NGC_2024           2  -77   0.1  -4.3  0.57  0.18 157.7    9.0  235.7  0.6  29 
NGC_2024           2  -59   0.1  -3.3  0.68  0.13 149.7    5.3  199.3  0.6  29 
NGC_2024           2  -41   0.1  -2.3  0.36  0.13 126.7   10.7  180.8  0.6  29 
NGC_2024           2  -24   0.1  -1.3  0.81  0.19 128.1    7.1  229.4  1.3  16 
NGC_2024          19 -130   1.1  -7.3  0.66  0.24   4.7   10.4  153.0  1.3  13 
NGC_2024          19 -113   1.1  -6.3  0.68  0.14 158.8    6.1  203.0  0.6  29 
NGC_2024          19  -95   1.1  -5.3  0.16  0.09 134.1   15.4  266.0  0.6  29 
NGC_2024          19  -77   1.1  -4.3  0.44  0.06 127.9    4.0  390.0  0.6  29 
NGC_2024          19  -59   1.1  -3.3  0.71  0.15 159.0    5.6  272.2  0.7  29 
NGC_2024          19  -41   1.1  -2.3  0.20  0.11  13.6   16.2  212.2  0.6  29 
NGC_2024          19  -24   1.1  -1.3  0.59  0.12 142.3    5.8  257.0  1.3  16 
NGC_2024          37 -130   2.1  -7.3  0.61  0.18 170.2    8.5  182.0  1.4  12 
NGC_2024          37 -113   2.1  -6.3  0.24  0.09  27.0   11.5  251.0  0.6  29 
NGC_2024          37  -95   2.1  -5.3  0.34  0.11  19.0    8.2  312.4  0.6  29 
NGC_2024          37  -77   2.1  -4.3  0.32  0.07   5.8    6.1  328.9  0.7  29 
NGC_2024          37  -59   2.1  -3.3  0.63  0.10  16.3    4.6  232.1  0.7  29 
NGC_2024          37  -41   2.1  -2.3  0.64  0.14  23.6    6.4  170.9  0.7  28 
NGC_2024          37  -24   2.1  -1.3  0.30  0.38  24.1   32.7  158.0  1.2  16 
NGC_2024          55 -130   3.1  -7.3  1.43  0.40 170.0    8.1  115.0  2.6   5 
NGC_2024          55 -113   3.1  -6.3  0.77  0.17  38.6    6.5  157.3  0.8  20 
NGC_2024          55  -95   3.1  -5.3  0.70  0.16  15.9    5.6  190.7  0.6  28 
NGC_2024          55  -77   3.1  -4.3  0.89  0.12   7.2    3.9  208.3  0.6  28 
NGC_2024          55  -59   3.1  -3.3  0.61  0.15   9.6    7.0  176.4  0.7  28 
NGC_2024          55  -41   3.1  -2.3  0.56  0.20   8.3   10.4  136.0  0.9  21 
NGC_2024          55  -24   3.1  -1.3  2.05  0.47   3.3    5.6  123.0  2.6   8 
NGC_2024          73 -113   4.1  -6.3  1.49  0.51 169.6    9.7  115.2  2.0   5 
NGC_2024          73  -95   4.1  -5.3  1.00  0.27 176.7    7.6  134.8  1.2  13 
NGC_2024          73  -77   4.1  -4.3  1.05  0.26 158.9    7.1  153.9  1.3  13 
NGC_2024          73  -59   4.1  -3.3  1.11  0.30   0.6    7.0  145.9  1.3  13 
NGC_2024          73  -41   4.1  -2.3  1.65  0.35   4.4    6.1  119.1  2.4   8 
HH24MMS          -53  -18  -3.0  -1.0  0.75  4.68  36.7  191.6    5.8  1.2   8 
HH24MMS          -53    0  -3.0   0.0  1.31  3.97  89.2   87.0    7.0  1.4   8 
HH24MMS          -53   18  -3.0   1.0  5.96  3.95  73.4   17.2    7.5  1.4   8 
HH24MMS          -36  -53  -2.0  -3.0  0.92  4.24  34.7  121.0    7.2  1.8   5 
HH24MMS          -36  -36  -2.0  -2.0  4.34  3.06  64.8   19.3    7.7  1.0   9 
HH24MMS          -36  -18  -2.0  -1.0  1.84  3.61  15.6   60.0    6.5  0.8  12 
HH24MMS          -36    0  -2.0   0.0  1.72  2.87 160.5   49.7    7.6  0.9  12 
HH24MMS          -36   18  -2.0   1.0  1.95  2.45 122.2   37.7    9.2  0.9  12 
HH24MMS          -36   36  -2.0   2.0  1.46  2.40  37.8   47.5   10.7  1.1  11 
HH24MMS          -36   53  -2.0   3.0  3.60  3.62 137.3   28.7   16.0  4.1   3 
HH24MMS          -18  -53  -1.0  -3.0  1.07  2.12  78.8   56.0   12.1  1.4   6 
HH24MMS          -18  -36  -1.0  -2.0  2.51  2.99 158.8   34.2    6.9  0.7  13 
HH24MMS          -18  -18  -1.0  -1.0  2.77  2.43 156.6   23.1    8.3  0.7  13 
HH24MMS          -18    0  -1.0   0.0  5.81  2.85  75.3   12.8   10.7  0.9  13 
HH24MMS          -18   18  -1.0   1.0  2.13  1.85  83.9   24.4   12.3  0.9  13 
HH24MMS          -18   36  -1.0   2.0  0.11  1.38 122.5  353.2   15.4  0.9  12 
HH24MMS          -18   53  -1.0   3.0  4.27  3.50 106.3   23.4   12.9  2.1   6 
HH24MMS           -0  -53   0.0  -3.0  3.93  2.18  75.6   15.0   11.8  1.2   7 
HH24MMS           -0  -36   0.0  -2.0  3.83  2.25  89.6   16.8    8.8  0.7  13 
HH24MMS           -0  -18   0.0  -1.0  3.03  1.43  45.1   13.5   12.9  0.8  13 
HH24MMS            0    0   0.0   0.0  1.40  0.78 178.0   15.9   26.0  0.8  13 
HH24MMS            0   18   0.0   1.0  1.68  1.00  92.6   17.2   20.6  0.8  13 
HH24MMS            0   36   0.0   2.0  1.13  1.13  75.2   28.0   18.7  0.8  13 
HH24MMS            0   53   0.0   3.0  1.12  2.37  66.8   60.3   18.0  2.0   6 
HH24MMS           18  -53   1.0  -3.0  6.18  2.75  82.9   12.9    8.5  1.1   7 
HH24MMS           18  -36   1.0  -2.0  5.38  2.48 130.9   13.5    8.7  0.7  13 
HH24MMS           18  -18   1.0  -1.0  2.48  1.83  41.8   21.3   10.6  0.8  13 
HH24MMS           18   -0   1.0   0.0  1.33  1.38 151.1   29.9   13.8  0.8  13 
HH24MMS           18   18   1.0   1.0  1.44  1.72  83.9   33.7   12.2  0.8  13 
HH24MMS           18   36   1.0   2.0  4.95  2.14 117.6   12.5    9.7  0.8  13 
HH24MMS           18   53   1.0   3.0  2.55  4.15  99.2   49.4   10.5  1.9   6 
HH24MMS           36  -36   2.0  -2.0  4.50  5.32  96.1   32.1    5.0  0.9  10 
HH24MMS           36  -18   2.0  -1.0  2.32  3.05  24.6   39.7    6.1  0.7  13 
HH24MMS           36   -0   2.0   0.0  2.14  2.96  89.4   39.5    6.7  0.8  13 
HH24MMS           36   18   2.0   1.0  2.15  3.55 109.2   47.0    6.0  0.8  13 
HH24MMS           36   36   2.0   2.0  3.27 11.40  68.1   70.9    3.6  1.2   8 
NGC_2068_LBS_17  -36  -53  -2.0  -3.0  4.56  3.17 132.5   19.9    5.6  0.3   8 
NGC_2068_LBS_17  -36  -36  -2.0  -2.0  2.62  3.79  63.2   42.3    7.1  0.3   8 
NGC_2068_LBS_17  -36  -18  -2.0  -1.0  7.14  2.17  90.4    8.7    9.6  0.4   8 
NGC_2068_LBS_17  -36    0  -2.0   0.0  3.09  1.64 138.9   15.1   10.7  0.3   8 
NGC_2068_LBS_17  -18  -71  -1.0  -4.0  2.19  3.18 167.2   40.8    5.4  0.4   8 
NGC_2068_LBS_17  -18  -53  -1.0  -3.0  3.11  2.56  25.0   23.4    7.1  0.3   8 
NGC_2068_LBS_17  -18  -36  -1.0  -2.0  5.22  2.42  73.3   13.2    9.1  0.3   8 
NGC_2068_LBS_17  -18  -18  -1.0  -1.0  1.34  1.42  64.8   30.5   11.7  0.4   8 
NGC_2068_LBS_17  -18    0  -1.0   0.0  1.61  2.71 143.5   47.9   17.0  0.5   8 
NGC_2068_LBS_17   -0  -71   0.0  -4.0  2.79  1.98 139.7   20.4    6.3  0.3   8 
NGC_2068_LBS_17   -0  -53   0.0  -3.0  2.37  1.90  22.9   23.0    8.8  0.3   8 
NGC_2068_LBS_17   -0  -36   0.0  -2.0  2.86  1.47  38.9   14.6    9.6  0.4   8 
NGC_2068_LBS_17   -0  -18   0.0  -1.0  4.81  3.24  28.7   19.4   12.8  0.4   8 
NGC_2068_LBS_17    0    0   0.0   0.0  3.75  1.35   6.0   10.1   16.4  0.4   8 
NGC_2068_LBS_17    0   18   0.0   1.0  4.50  2.71  77.8   17.6    9.0  0.4   8 
NGC_2068_LBS_17   18  -71   1.0  -4.0  5.88  2.37  47.6   11.5    7.4  0.3   8 
NGC_2068_LBS_17   18  -53   1.0  -3.0  4.06  2.04  17.1   14.5    7.1  0.3   8 
NGC_2068_LBS_17   18  -36   1.0  -2.0  3.12  3.02  55.0   28.8    8.1  0.4   8 
NGC_2068_LBS_17   18  -18   1.0  -1.0  1.08  1.74  37.6   46.2   11.3  0.4   8 
NGC_2068_LBS_17   18   -0   1.0   0.0  3.81  2.30  29.0   17.0    8.2  0.4   8 
NGC_2068_LBS_17   18   18   1.0   1.0  2.46  2.87 136.3   33.4    7.9  0.5   8 
NGC_2068_LBS_17   36  -71   2.0  -4.0  5.78  2.75  74.8   13.5    5.3  0.3   8 
NGC_2068_LBS_17   36  -53   2.0  -3.0 10.59  5.69 169.9   15.6    4.4  0.3   8 
NGC_2068_LBS_17   36  -36   2.0  -2.0  7.81  2.93  41.1   10.7    5.2  0.3   8 
NGC_2068_LBS_17   36  -18   2.0  -1.0  2.00  2.38 158.5   33.5    7.4  0.4   8 
NGC_2068_LBS_17   36   -0   2.0   0.0  3.27  2.33   6.5   20.4    8.0  0.4   8 
NGC_2068_LBS_17   36   18   2.0   1.0  6.35  2.87  78.4   12.9    6.6  0.4   8 
NGC_2068_LBS_17   53  -53   3.0  -3.0  2.34  3.95 103.1   48.5    4.1  0.3   8 
NGC_2068_LBS_17   53  -36   3.0  -2.0  9.41  5.06  28.4   15.7    3.8  0.3   8 
NGC_2068_LBS_17   53  -18   3.0  -1.0  7.53  3.78  36.8   14.0    5.1  0.4   8 
NGC_2068_LBS_17   53   -0   3.0   0.0  2.91  3.00 144.4   29.5    7.4  0.4   8 
NGC_2068_LBS_17  -45  -62  -2.5  -3.5  3.76  3.35  91.4   25.4    5.4  0.4   8 
NGC_2068_LBS_17  -45  -45  -2.5  -2.5  1.50  3.55 105.5   68.5    7.5  0.4   8 
NGC_2068_LBS_17  -45  -27  -2.5  -1.5 11.82  2.87  89.9    6.9    8.8  0.4   8 
NGC_2068_LBS_17  -45   -9  -2.5  -0.5  1.20  1.79 118.3   43.2   10.1  0.4   8 
NGC_2068_LBS_17  -27  -80  -1.5  -4.5  8.39  3.56 120.5   12.3    5.0  0.3   8 
NGC_2068_LBS_17  -27  -62  -1.5  -3.5  5.52  2.74  53.5   14.3    6.6  0.4   8 
NGC_2068_LBS_17  -27  -45  -1.5  -2.5  4.53  2.71 110.1   17.1    8.5  0.4   8 
NGC_2068_LBS_17  -27  -27  -1.5  -1.5  2.79  1.48  94.6   15.3   10.9  0.4   8 
NGC_2068_LBS_17  -27   -9  -1.5  -0.5  3.89  3.52  36.2   26.0   13.4  0.5   8 
NGC_2068_LBS_17   -9  -80  -0.5  -4.5  0.26  1.97  31.7  212.4    6.6  0.3   8 
NGC_2068_LBS_17   -9  -62  -0.5  -3.5  0.27  1.83 105.8  193.3    9.6  0.4   8 
NGC_2068_LBS_17   -9  -45  -0.5  -2.5  2.12  1.50  32.3   20.5    9.4  0.4   8 
NGC_2068_LBS_17   -9  -27  -0.5  -1.5  2.77  2.91  93.7   30.7   13.3  0.4   8 
NGC_2068_LBS_17   -9   -9  -0.5  -0.5  1.91  1.49  24.7   21.8   15.1  0.4   8 
NGC_2068_LBS_17   -9    9  -0.5   0.5  1.33  3.15  25.8   66.5    7.7  0.4   8 
NGC_2068_LBS_17    9  -80   0.5  -4.5  1.58  2.13  93.5   39.2    7.8  0.3   8 
NGC_2068_LBS_17    9  -62   0.5  -3.5  1.62  1.78 151.0   30.5    8.6  0.4   8 
NGC_2068_LBS_17    9  -45   0.5  -2.5  9.58  2.57  62.0    7.4    9.5  0.4   8 
NGC_2068_LBS_17    9  -27   0.5  -1.5  1.01  1.56  13.3   45.1   12.1  0.4   8 
NGC_2068_LBS_17    9   -9   0.5  -0.5  1.56  2.26 170.6   41.2    8.4  0.4   8 
NGC_2068_LBS_17    9    9   0.5   0.5  4.60  3.20  16.0   20.3    7.4  0.5   8 
NGC_2068_LBS_17   27  -80   1.5  -4.5  3.80  2.48 138.8   18.5    6.1  0.3   8 
NGC_2068_LBS_17   27  -62   1.5  -3.5  5.80  4.45  14.3   22.7    5.7  0.4   8 
NGC_2068_LBS_17   27  -45   1.5  -2.5  3.94  2.36 144.8   17.0    6.4  0.4   8 
NGC_2068_LBS_17   27  -27   1.5  -1.5  3.30  2.13  30.3   18.6    8.5  0.4   8 
NGC_2068_LBS_17   27   -9   1.5  -0.5  4.24  3.20 169.6   21.0    6.5  0.4   8 
NGC_2068_LBS_17   27    9   1.5   0.5  6.38  3.49 126.8   15.6    5.6  0.4   8 
NGC_2068_LBS_17   44  -62   2.5  -3.5  4.27  3.83  33.2   26.1    4.6  0.4   8 
NGC_2068_LBS_17   44  -45   2.5  -2.5  6.98  3.96 102.9   16.4    4.4  0.4   8 
NGC_2068_LBS_17   44  -27   2.5  -1.5  2.48  3.10 176.8   35.9    6.2  0.4   8 
NGC_2068_LBS_17   44   -9   2.5  -0.5  4.93  3.13   7.0   18.6    7.7  0.4   8 
NGC_2068_LBS_10  -53  -53  -3.0  -3.0  5.72  1.21 102.1    6.1   13.5  0.3  36 
NGC_2068_LBS_10  -53  -36  -3.0  -2.0  8.42  1.64 127.8    5.6   14.3  0.3  37 
NGC_2068_LBS_10  -53  -18  -3.0  -1.0  8.02  1.41 106.6    4.8   13.8  0.4  37 
NGC_2068_LBS_10  -53    0  -3.0   0.0  4.12  1.19 115.1    8.2   13.0  0.3  37 
NGC_2068_LBS_10  -36  -71  -2.0  -4.0  3.68  1.04 121.4    8.1   16.4  0.3  36 
NGC_2068_LBS_10  -36  -53  -2.0  -3.0  4.85  0.99 113.4    5.8   17.6  0.3  36 
NGC_2068_LBS_10  -36  -36  -2.0  -2.0  5.92  0.96 114.5    4.6   21.5  0.3  36 
NGC_2068_LBS_10  -36  -18  -2.0  -1.0  5.52  0.66 114.3    3.4   23.2  0.4  37 
NGC_2068_LBS_10  -36    0  -2.0   0.0  4.22  1.60 109.2   10.9   19.0  0.3  36 
NGC_2068_LBS_10  -18  -71  -1.0  -4.0  4.51  0.86 121.2    5.5   13.5  0.3  36 
NGC_2068_LBS_10  -18  -53  -1.0  -3.0  2.47  0.85 125.1    9.8   19.8  0.3  36 
NGC_2068_LBS_10  -18  -36  -1.0  -2.0  2.81  0.54 129.6    5.5   24.2  0.3  36 
NGC_2068_LBS_10  -18  -18  -1.0  -1.0  4.53  1.12 120.2    7.2   23.5  0.4  35 
NGC_2068_LBS_10  -18    0  -1.0   0.0  3.79  0.78 126.2    5.8   24.0  0.3  36 
NGC_2068_LBS_10  -18   18  -1.0   1.0  4.98  1.21 104.0    6.8   17.6  0.4  37 
NGC_2068_LBS_10   -0  -71   0.0  -4.0  3.02  1.33 147.6   12.7   13.2  0.3  36 
NGC_2068_LBS_10   -0  -53   0.0  -3.0  3.05  0.76 114.8    7.1   19.6  0.3  36 
NGC_2068_LBS_10   -0  -36   0.0  -2.0  3.34  1.06 137.7    9.1   19.3  0.3  36 
NGC_2068_LBS_10   -0  -18   0.0  -1.0  3.88  0.97 147.3    7.1   18.1  0.4  37 
NGC_2068_LBS_10    0    0   0.0   0.0  2.95  0.72 135.6    7.0   24.1  0.3  37 
NGC_2068_LBS_10    0   18   0.0   1.0  4.45  0.94 128.1    6.0   21.8  0.4  37 
NGC_2068_LBS_10   18  -71   1.0  -4.0  2.44  1.14 146.3   13.3   12.8  0.3  36 
NGC_2068_LBS_10   18  -53   1.0  -3.0  1.34  1.63 111.8   35.2   15.1  0.3  36 
NGC_2068_LBS_10   18  -36   1.0  -2.0  3.28  0.98 143.1    8.5   14.6  0.3  36 
NGC_2068_LBS_10   18  -18   1.0  -1.0  4.15  1.08 168.8    7.3   15.3  0.4  36 
NGC_2068_LBS_10   18   -0   1.0   0.0  2.88  0.80 149.0    7.9   22.8  0.5  36 
NGC_2068_LBS_10   18   18   1.0   1.0  4.62  1.25 133.6    7.8   14.1  0.4  37 
NGC_2068_LBS_10   36  -53   2.0  -3.0  3.25  1.44 171.7   12.7   10.5  0.3  36 
NGC_2068_LBS_10   36  -36   2.0  -2.0  1.60  1.66 127.5   29.9   10.6  0.3  36 
NGC_2068_LBS_10   36  -18   2.0  -1.0  6.38  1.21 153.3    5.4   14.1  0.4  36 
NGC_2068_LBS_10   36   -0   2.0   0.0  4.69  1.68 155.1   10.1   12.3  0.4  37 
NGC_2068_LBS_10  -44  -44  -2.5  -2.5  5.07  1.01 110.7    5.7   15.7  0.3  33 
NGC_2068_LBS_10  -44  -27  -2.5  -1.5  4.98  1.31 109.5    7.6   17.2  0.3  34 
NGC_2068_LBS_10  -44   -9  -2.5  -0.5  8.29  1.17  94.0    4.0   16.1  0.3  34 
NGC_2068_LBS_10  -44    9  -2.5   0.5  5.13  1.07 113.3    6.0   14.0  0.3  33 
NGC_2068_LBS_10  -27  -62  -1.5  -3.5  2.63  0.88 104.4    9.8   18.1  0.3  34 
NGC_2068_LBS_10  -27  -44  -1.5  -2.5  4.49  0.78 114.3    5.0   21.3  0.3  34 
NGC_2068_LBS_10  -27  -27  -1.5  -1.5  3.82  0.83 112.2    6.2   24.6  0.3  34 
NGC_2068_LBS_10  -27   -9  -1.5  -0.5  3.79  0.63 122.1    4.8   22.2  0.3  34 
NGC_2068_LBS_10  -27    9  -1.5   0.5  8.83  1.48 110.2    4.8   19.3  0.3  34 
NGC_2068_LBS_10   -9  -62  -0.5  -3.5  1.74  0.69 104.6   11.4   15.5  0.3  34 
NGC_2068_LBS_10   -9  -44  -0.5  -2.5  2.90  0.73 133.7    7.2   23.3  0.3  34 
NGC_2068_LBS_10   -9  -27  -0.5  -1.5  4.40  0.66 115.3    4.3   19.1  0.3  33 
NGC_2068_LBS_10   -9   -9  -0.5  -0.5  2.34  0.80 121.9   10.1   28.4  0.4  35 
NGC_2068_LBS_10   -9    9  -0.5   0.5  4.80  0.87 142.5    5.2   22.0  0.3  33 
NGC_2068_LBS_10   -9   27  -0.5   1.5  7.35  1.89 114.7    7.0   11.7  0.3  34 
NGC_2068_LBS_10    9  -62   0.5  -3.5  1.82  1.01 108.2   15.8   16.7  0.3  34 
NGC_2068_LBS_10    9  -44   0.5  -2.5  2.26  0.78 150.0    9.9   18.1  0.3  34 
NGC_2068_LBS_10    9  -27   0.5  -1.5  3.12  1.28 158.4   11.3   16.4  0.3  34 
NGC_2068_LBS_10    9   -9   0.5  -0.5  3.87  0.83 150.8    6.2   19.9  0.3  34 
NGC_2068_LBS_10    9    9   0.5   0.5  4.81  0.80 147.8    4.7   22.0  0.3  34 
NGC_2068_LBS_10    9   27   0.5   1.5  7.15  1.70 145.4    6.6   12.1  0.4  34 
NGC_2068_LBS_10   27  -62   1.5  -3.5  2.35  1.06 157.5   12.8   12.8  0.3  34 
NGC_2068_LBS_10   27  -44   1.5  -2.5  1.19  1.89 131.5   45.8   13.0  0.3  34 
NGC_2068_LBS_10   27  -27   1.5  -1.5  1.34  1.04 140.9   22.2   13.1  0.3  34 
NGC_2068_LBS_10   27   -9   1.5  -0.5  5.50  1.00 161.3    5.2   15.9  0.3  34 
NGC_2068_LBS_10   27    9   1.5   0.5  4.94  1.08 163.1    6.2   16.5  0.4  35 
NGC_2068_LBS_10   27   27   1.5   1.5  8.77  2.64 146.2    8.6    6.6  0.3  34 
NGC_2068_LBS_10   45  -44   2.5  -2.5  1.78  1.48 132.7   23.8   10.0  0.3  34 
NGC_2068_LBS_10   45  -27   2.5  -1.5  4.00  1.69   9.0   12.1   10.1  0.3  34 
NGC_2068_LBS_10   45   -9   2.5  -0.5 10.22  1.61 162.4    4.5   10.5  0.3  34 
NGC_2068_LBS_10   45    9   2.5   0.5 12.88  2.98 170.7    6.5    6.6  0.4  34 
NGC_2071         -53  -36  -3.0  -2.0  1.66  1.28 159.3   22.2   24.7  3.9  14 
NGC_2071         -53  -18  -3.0  -1.0  0.43  0.73  63.1   49.2   27.6  1.7  28 
NGC_2071         -53    0  -3.0   0.0  1.13  0.67 176.2   17.0   29.2  1.7  28 
NGC_2071         -53   18  -3.0   1.0  0.56  0.69  89.8   34.5   27.6  1.7  28 
NGC_2071         -53   36  -3.0   2.0  0.84  1.10 123.6   37.9   22.6  2.3  16 
NGC_2071         -36  -53  -2.0  -3.0  0.76  1.33 147.9   50.1   26.8  7.4  12 
NGC_2071         -36  -36  -2.0  -2.0  0.52  0.78 107.8   39.1   28.7  1.6  39 
NGC_2071         -36  -18  -2.0  -1.0  0.40  0.40   1.7   29.1   35.8  1.6  50 
NGC_2071         -36    0  -2.0   0.0  1.35  0.35 156.8    7.4   41.1  1.7  50 
NGC_2071         -36   18  -2.0   1.0  0.17  0.34  29.9   56.0   40.9  1.7  50 
NGC_2071         -36   36  -2.0   2.0  0.63  0.47 176.8   24.1   34.6  1.7  39 
NGC_2071         -36   53  -2.0   3.0  1.66  0.95 144.2   16.4   27.2  2.3  16 
NGC_2071         -18  -53  -1.0  -3.0  2.39  0.82 117.8    9.8   33.2  7.4  23 
NGC_2071         -18  -36  -1.0  -2.0  1.30  0.46 143.1   10.2   34.0  1.7  50 
NGC_2071         -18  -18  -1.0  -1.0  0.53  0.30 163.2   15.7   48.3  1.6  50 
NGC_2071         -18    0  -1.0   0.0  0.39  0.19 164.1   14.1   70.0  1.6  50 
NGC_2071         -18   18  -1.0   1.0  0.10  0.27  21.1   74.8   60.3  1.7  50 
NGC_2071         -18   36  -1.0   2.0  0.53  0.33 125.4   17.1   47.1  1.7  50 
NGC_2071         -18   53  -1.0   3.0  0.85  0.57 163.6   19.3   34.3  2.2  27 
NGC_2071          -0  -53   0.0  -3.0  0.50  0.79 105.5   45.4   39.2  8.9  23 
NGC_2071          -0  -36   0.0  -2.0  1.28  0.39 128.8    8.3   42.3  1.6  50 
NGC_2071          -0  -18   0.0  -1.0  0.28  0.16  13.3   16.0   86.6  1.6  50 
NGC_2071           0    0   0.0   0.0  0.23  0.07  14.5    9.2  177.0  1.7  50 
NGC_2071           0   18   0.0   1.0  0.31  0.17 132.4   18.7   90.2  1.7  50 
NGC_2071           0   36   0.0   2.0  0.17  0.34  97.3   81.5   44.0  1.7  50 
NGC_2071           0   53   0.0   3.0  0.81  0.65 129.2   24.5   29.4  2.2  27 
NGC_2071          18  -53   1.0  -3.0  0.84  0.72 115.1   24.7   35.0  7.6  23 
NGC_2071          18  -36   1.0  -2.0  1.00  0.37 105.7   10.6   40.4  2.0  48 
NGC_2071          18  -18   1.0  -1.0  0.62  0.21   0.5    8.7   70.7  1.6  50 
NGC_2071          18   -0   1.0   0.0  0.68  0.23 155.0    8.9  101.7  1.6  50 
NGC_2071          18   18   1.0   1.0  0.81  0.21 135.6   11.3   73.2  1.7  50 
NGC_2071          18   36   1.0   2.0  1.06  0.41 132.0   10.3   38.4  1.7  50 
NGC_2071          18   53   1.0   3.0  2.27  0.68 143.4    8.5   28.2  3.0  25 
NGC_2071          36  -53   2.0  -3.0  1.64  1.25  14.9   21.8   19.9  1.1  11 
NGC_2071          36  -36   2.0  -2.0  0.55  0.55 143.5   28.6   35.2  8.0  34 
NGC_2071          36  -18   2.0  -1.0  0.86  0.32 156.3   10.6   41.9  2.0  48 
NGC_2071          36   -0   2.0   0.0  1.05  0.31 170.6    8.4   45.4  2.1  48 
NGC_2071          36   18   2.0   1.0  0.06  0.34 139.2  171.9   45.3  2.3  48 
NGC_2071          36   36   2.0   2.0  0.77  0.50  16.9   18.5   32.6  3.1  36 
NGC_2071          36   53   2.0   3.0  0.13  1.03  74.9  230.1   24.1  1.1  11 
NGC_2071          53  -36   3.0  -2.0  2.40  1.23 127.0   22.8   23.2  1.3  11 
NGC_2071          53  -18   3.0  -1.0  1.32  0.59 168.1   12.7   28.8  0.6  22 
NGC_2071          53   -0   3.0   0.0  1.36  0.68 156.9   14.4   28.1  0.6  22 
NGC_2071          53   18   3.0   1.0  1.68  0.73 166.1   12.4   28.0  0.6  22 
NGC_2071          53   36   3.0   2.0  3.49  1.19  80.2    9.8   23.9  1.0  11 
Mon_R2           -71  -18  -4.0  -1.0  1.83  0.60 169.7    9.3  101.7  0.6   4 
Mon_R2           -71    0  -4.0   0.0  0.52  0.57  34.4   31.2  114.1  0.8   4 
Mon_R2           -71   18  -4.0   1.0  0.50  0.51 147.2   29.4  118.9  0.7   4 
Mon_R2           -53  -53  -3.0  -3.0  3.17  0.91  52.9    8.1   73.1  0.9   3 
Mon_R2           -53  -36  -3.0  -2.0  1.04  0.34  87.7    9.4  118.9  0.0   8 
Mon_R2           -53  -18  -3.0  -1.0  0.38  0.24 146.7   18.2  150.9  4.6  12 
Mon_R2           -53    0  -3.0   0.0  1.02  0.22 176.5    9.1  170.7  4.3  13 
Mon_R2           -53   18  -3.0   1.0  0.46  0.23   9.8   14.1  170.4  4.1  12 
Mon_R2           -53   36  -3.0   2.0  1.35  0.34  15.0    7.2  133.0  5.3   9 
Mon_R2           -53   53  -3.0   3.0  0.87  0.63 112.7   20.7  105.0  0.7   3 
Mon_R2           -36  -53  -2.0  -3.0  0.14  0.41  67.2   84.1  117.2  0.7   7 
Mon_R2           -36  -36  -2.0  -2.0  0.21  0.17  89.3   23.2  168.3  4.4  15 
Mon_R2           -36  -18  -2.0  -1.0  0.47  0.12 177.0    7.5  198.6  3.3  21 
Mon_R2           -36    0  -2.0   0.0  0.20  0.11  24.8   15.9  221.0  1.7  27 
Mon_R2           -36   18  -2.0   1.0  0.50  0.22  19.4   15.5  216.6  1.2  28 
